Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
660;Liza Billberry;Liza Billberry_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Liza Billberry' och 'Liza Billberry_1' i merge.txt. | Liza Billberry har 77% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.353;9;12;77%;0%;"high_yaw(16); high_pitch(9); low_focus(3)";;0.1459;0.1345;0.4408;0;0;"Ömsesidig förväxling med Liza Billberry_1 (avstånd 0.441); Hög andel misslyckade bilder (77%)";Ömsesidig förväxling med Liza Billberry (avstånd 0.441)
661;Sofi Ariego;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.353;3;;57%;;high_yaw(4);;0.1924;;0.6687;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (57%)";
662;Cherry Pie;Lara Onyx;Hög varians i Cherry Pie tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.353;7;13;42%;43%;"high_yaw(3); high_pitch(2)";"high_yaw(11); high_pitch(4); low_focus(1)";0.2562;0.1092;0.5960;1;0;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Lara Onyx (avstånd 0.596); 1 outlier-embedding(s)";Ömsesidig förväxling med Cherry Pie (avstånd 0.596)
663;Simone Lopez;Simone Lopez_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Simone Lopez' och 'Simone Lopez_1' i merge.txt.;0.353;10;8;44%;0%;"high_yaw(18); high_pitch(6)";;0.1311;0.1328;0.3527;0;0;Ömsesidig förväxling med Simone Lopez_1 (avstånd 0.353);Ömsesidig förväxling med Simone Lopez (avstånd 0.353)
664;Lana Ivans_1;Michelle Monaghan;Personerna har liknande ansiktsdrag (avstånd 0.363). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.353;6;11;0%;42%;;"no_faces(4); high_yaw(3); high_pitch(1)";0.0984;0.1665;0.3629;0;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Michelle Monaghan (avstånd 0.363)";Ömsesidig förväxling med Lana Ivans_1 (avstånd 0.363)
665;Unice;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 85% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.353;2;;85%;;"high_yaw(5); low_focus(3); high_pitch(3)";;0.1037;;0.7302;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (85%)";
666;Scarlett Taylar;;71% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.353;4;;71%;;"high_yaw(8); high_pitch(2)";;0.1966;;0.6427;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (71%)";
667;London Laurent;London Laurent_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'London Laurent' och 'London Laurent_1' i merge.txt.;0.353;13;20;48%;0%;"high_yaw(8); high_pitch(4)";;0.0801;0.1579;0.2832;1;0;"Ömsesidig förväxling med London Laurent_1 (avstånd 0.283); 1 outlier-embedding(s)";Ömsesidig förväxling med London Laurent (avstånd 0.283)
668;Elisa Tofana;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.353;3;;40%;;ok(2);;0.2256;;0.6864;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder";
669;Buffy Sinclaire;Buffy Sinclaire_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Buffy Sinclaire' och 'Buffy Sinclaire_1' i merge.txt. | Buffy Sinclaire har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.353;24;19;56%;0%;"high_yaw(14); no_faces(8); low_focus(3)";;0.1517;0.1011;0.3025;2;0;"Ömsesidig förväxling med Buffy Sinclaire_1 (avstånd 0.303); Hög andel misslyckade bilder (56%); 2 outlier-embedding(s)";Ömsesidig förväxling med Buffy Sinclaire (avstånd 0.303)
670;Karina OReilley;;67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.353;4;;67%;;high_yaw(8);;0.2054;;0.6616;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (67%)";
671;Gerlinde Bodeker;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 85% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.352;2;;85%;;"high_yaw(7); multiple_faces(3); high_pitch(1)";;0.1020;;0.7089;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (85%)";
672;Jazmine Beach;;92% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.352;4;;92%;;"high_yaw(28); no_faces(17); high_pitch(1)";;0.1536;;0.7167;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (92%)";
673;Eriska A Nasira;;69% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.352;4;;69%;;"high_yaw(4); low_focus(3); high_pitch(2)";;0.1994;;0.6836;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (69%)";
674;Brooklyn Chase_1;Brooklyn Chase;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Brooklyn Chase_1' och 'Brooklyn Chase' i merge.txt. | Brooklyn Chase har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.352;8;19;0%;53%;;"high_yaw(19); high_pitch(9); low_focus(2)";0.1413;0.1423;0.4107;1;1;"Ömsesidig förväxling med Brooklyn Chase (avstånd 0.411); 1 outlier-embedding(s)";"Ömsesidig förväxling med Brooklyn Chase_1 (avstånd 0.411); Hög andel misslyckade bilder (53%); 1 outlier-embedding(s)"
675;Deliah Dukes;;89% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.352;6;;89%;;"high_yaw(30); no_faces(8); low_focus(3)";;0.2251;;0.7704;0;;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (89%)";
676;Aline;Jazmine Lopez;Personerna har liknande ansiktsdrag (avstånd 0.553). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Aline har 84% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Jazmine Lopez har 71% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Aline har bara 3 bilder – samla fler träningsbilder.;0.352;3;8;84%;71%;"no_faces(27); high_yaw(11); low_focus(4)";"high_yaw(35); no_faces(5); low_focus(3)";0.0743;0.1656;0.5528;0;1;"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Jazmine Lopez (avstånd 0.553); Hög andel misslyckade bilder (84%)";"Ömsesidig förväxling med Aline (avstånd 0.553); Hög andel misslyckade bilder (71%); 1 outlier-embedding(s)"
677;Rachel Roxxx;Rachel Roxxx_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Rachel Roxxx' och 'Rachel Roxxx_1' i merge.txt. | Rachel Roxxx har 64% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.352;16;12;64%;0%;"high_yaw(23); high_pitch(3); low_focus(2)";;0.1445;0.1265;0.3012;1;0;"Ömsesidig förväxling med Rachel Roxxx_1 (avstånd 0.301); Hög andel misslyckade bilder (64%); 1 outlier-embedding(s)";Ömsesidig förväxling med Rachel Roxxx (avstånd 0.301)
678;Hillary Scott_1;Hillary Scott;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Hillary Scott_1' och 'Hillary Scott' i merge.txt.;0.352;7;15;0%;50%;;"high_yaw(20); no_faces(2); low_focus(2)";0.1066;0.1836;0.3461;0;0;"Få träningsbilder (7 st); Ömsesidig förväxling med Hillary Scott (avstånd 0.346)";Ömsesidig förväxling med Hillary Scott_1 (avstånd 0.346)
679;Jacqueline Summers;;82% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.352;9;;82%;;"no_faces(16); high_yaw(11); high_pitch(8)";;0.2652;;0.6817;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (82%); 1 outlier-embedding(s)";
680;Jaclyn Taylor;Jaclyn Taylor_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Jaclyn Taylor' och 'Jaclyn Taylor_1' i merge.txt. | Jaclyn Taylor har 71% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.352;6;5;71%;0%;"high_yaw(29); high_pitch(8)";;0.0989;0.0889;0.4754;0;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Jaclyn Taylor_1 (avstånd 0.475); Hög andel misslyckade bilder (71%)";"Få träningsbilder (5 st); Ömsesidig förväxling med Jaclyn Taylor (avstånd 0.475)"
681;Yura Kurokawa;Yuri Sato;Personerna har liknande ansiktsdrag (avstånd 0.522). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Yura Kurokawa har 76% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Yuri Sato har 54% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.352;9;19;76%;54%;"high_yaw(12); low_focus(4)";"high_yaw(13); low_focus(7); high_pitch(3)";0.2488;0.1926;0.5216;0;0;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Yuri Sato (avstånd 0.522); Hög andel misslyckade bilder (76%)";"Ömsesidig förväxling med Yura Kurokawa (avstånd 0.522); Hög andel misslyckade bilder (54%)"
682;July Anova;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.351;5;;29%;;"high_yaw(1); high_pitch(1)";;0.3125;;0.6549;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen";
683;Bonnie Heart;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 92% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;3;;92%;;"high_yaw(11); low_focus(5); high_pitch(3)";;0.1196;;0.7111;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (92%)";
684;Victoria Peaks;Carrie Cash;Hög varians i Victoria Peaks tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Victoria Peaks har 82% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Carrie Cash har 71% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Carrie Cash har bara 3 bilder – samla fler träningsbilder.;0.351;9;3;82%;71%;"no_faces(28); high_yaw(13)";"no_faces(5); high_yaw(4); high_pitch(1)";0.2648;0.0983;0.7010;1;0;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Carrie Cash (avstånd 0.701); Hög andel misslyckade bilder (82%); 1 outlier-embedding(s)";"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Victoria Peaks (avstånd 0.701); Hög andel misslyckade bilder (71%)"
685;Abby Vissers;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 70% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;3;;70%;;"no_faces(4); high_yaw(2); high_pitch(1)";;0.1629;;0.6707;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (70%)";
686;Natalie Colt;Ella Mai;Personerna har liknande ansiktsdrag (avstånd 0.628). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Natalie Colt har 67% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Ella Mai har 64% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Natalie Colt har bara 2 bilder – samla fler träningsbilder.;0.351;2;12;67%;64%;ok(4);"high_yaw(22); low_focus(1)";0.1361;0.1678;0.6278;0;1;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Ella Mai (avstånd 0.628); Hög andel misslyckade bilder (67%)";"Ömsesidig förväxling med Natalie Colt (avstånd 0.628); Hög andel misslyckade bilder (64%); 1 outlier-embedding(s)"
687;Chaos Costa;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;3;;67%;;ok(6);;0.1692;;0.6571;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (67%)";
688;Awesome Ashley;;79% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;5;;79%;;"high_yaw(13); no_faces(5); low_focus(1)";;0.2108;;0.6612;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (79%)";
689;Aubrey Shawinsky;;67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;4;;67%;;"high_pitch(7); no_faces(1)";;0.2022;;0.6406;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (67%)";
690;Katana Kombat;Sasha Woodyhaven;Personerna har liknande ansiktsdrag (avstånd 0.669). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Katana Kombat har 77% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Sasha Woodyhaven har 78% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Katana Kombat har bara 3 bilder – samla fler träningsbilder. | Sasha Woodyhaven har bara 3 bilder – samla fler träningsbilder.;0.351;3;3;77%;78%;"high_yaw(9); high_pitch(1)";high_yaw(18);0.1482;0.0874;0.6690;0;0;"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Sasha Woodyhaven (avstånd 0.669); Hög andel misslyckade bilder (77%)";"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Katana Kombat (avstånd 0.669); Hög andel misslyckade bilder (78%)"
691;Lia Mango;;53% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;7;;53%;;"high_yaw(7); low_focus(1)";;0.2334;;0.6546;1;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (53%); 1 outlier-embedding(s)";
692;Natasha Teen;;81% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;9;;81%;;"high_yaw(20); no_faces(13); low_focus(4)";;0.2652;;0.6257;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (81%); 1 outlier-embedding(s)";
693;Rhianna Ryan;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.351;6;;50%;;"high_yaw(4); low_focus(1); high_pitch(1)";;0.1904;;0.6430;1;;"Få träningsbilder (6 st); 1 outlier-embedding(s)";
694;Gigi Rouge_1;Gigi Rouge;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Gigi Rouge_1' och 'Gigi Rouge' i merge.txt.;0.351;10;20;0%;40%;;"high_yaw(13); high_pitch(5); no_faces(2)";0.0995;0.1248;0.3165;1;1;"Ömsesidig förväxling med Gigi Rouge (avstånd 0.317); 1 outlier-embedding(s)";"Ömsesidig förväxling med Gigi Rouge_1 (avstånd 0.317); 1 outlier-embedding(s)"
695;Sienna Savage;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 97% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.351;3;;97%;;"high_yaw(15); no_faces(10); low_focus(7)";;0.1072;;0.7008;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (97%)";
696;Georgina Wilson;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;2;;67%;;"high_yaw(3); high_pitch(1)";;0.1343;;0.6764;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (67%)";
697;Veronica Avluv;Veronica Avluv_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Veronica Avluv' och 'Veronica Avluv_1' i merge.txt.;0.350;25;13;40%;0%;"no_faces(11); high_yaw(6); high_pitch(6)";;0.1795;0.1423;0.3221;3;0;"Ömsesidig förväxling med Veronica Avluv_1 (avstånd 0.322); 3 outlier-embedding(s)";Ömsesidig förväxling med Veronica Avluv (avstånd 0.322)
698;Helen Louise;;84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;8;;84%;;"high_yaw(18); low_focus(13); no_faces(10)";;0.2161;;0.6730;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (84%); 1 outlier-embedding(s)";
699;Lily Wow;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 62% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;3;;62%;;"high_yaw(3); no_faces(2)";;0.1757;;0.7060;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (62%)";
700;Genevieve Liberte;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 82% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;2;;82%;;"high_yaw(6); no_faces(3)";;0.1037;;0.7038;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (82%)";
701;Jennifer Clark;Allysin Moore;Personerna har liknande ansiktsdrag (avstånd 0.585). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Jennifer Clark har 78% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Allysin Moore har 63% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.350;4;21;78%;63%;"high_yaw(7); high_pitch(2); no_faces(2)";"high_yaw(28); high_pitch(6); low_focus(6)";0.1584;0.1632;0.5848;0;0;"Få träningsbilder (4 st); Ömsesidig förväxling med Allysin Moore (avstånd 0.585); Hög andel misslyckade bilder (78%)";"Ömsesidig förväxling med Jennifer Clark (avstånd 0.585); Hög andel misslyckade bilder (63%)"
702;Tallulah Thorn;;71% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;4;;71%;;"high_yaw(9); low_focus(1)";;0.1908;;0.6963;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (71%)";
703;Shantel Feya;Anastasia Devine;Hög varians i Shantel Feya tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Anastasia Devine har 54% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.350;5;15;50%;54%;high_yaw(5);"high_yaw(11); no_faces(6); high_pitch(5)";0.2670;0.1503;0.6213;0;1;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Anastasia Devine (avstånd 0.621)";"Ömsesidig förväxling med Shantel Feya (avstånd 0.621); Hög andel misslyckade bilder (54%); 1 outlier-embedding(s)"
704;Eden Aria;Eden Aria_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Eden Aria' och 'Eden Aria_1' i merge.txt.;0.350;21;16;44%;0%;"high_yaw(22); low_focus(5); high_pitch(3)";;0.1434;0.1518;0.2391;0;0;Ömsesidig förväxling med Eden Aria_1 (avstånd 0.239);Ömsesidig förväxling med Eden Aria (avstånd 0.239)
705;Galda Suicide;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.350;5;;44%;;high_yaw(4);;0.2779;;0.6615;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder";
706;Val Malone;;92% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;4;;92%;;"high_yaw(29); high_pitch(9); no_faces(4)";;0.1496;;0.6117;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (92%)";
707;Vivica Johnson;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 96% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;2;;96%;;"low_focus(19); no_faces(17); high_yaw(11)";;0.0747;;0.6922;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (96%)";
708;Dorothy Channing;Stella Banks;Personerna har liknande ansiktsdrag (avstånd 0.699). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Dorothy Channing har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.350;4;4;69%;40%;"high_yaw(3); no_faces(3); low_focus(2)";"high_yaw(3); high_pitch(1)";0.1946;0.0841;0.6995;0;0;"Få träningsbilder (4 st); Ömsesidig förväxling med Stella Banks (avstånd 0.699); Hög andel misslyckade bilder (69%)";"Få träningsbilder (4 st); Ömsesidig förväxling med Dorothy Channing (avstånd 0.699)"
709;Stephanie Moon;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 70% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;3;;70%;;"high_yaw(6); high_pitch(1)";;0.1597;;0.6942;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (70%)";
710;Emiri Okazaki;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 91% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;2;;91%;;"high_yaw(10); low_focus(8); high_pitch(2)";;0.0835;;0.6329;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (91%)";
711;Bettina Campbell;Joyce Oliveira;Personerna har liknande ansiktsdrag (avstånd 0.630). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Bettina Campbell har 78% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Joyce Oliveira har 70% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Bettina Campbell har bara 2 bilder – samla fler träningsbilder.;0.350;2;8;78%;70%;high_yaw(7);"high_yaw(25); no_faces(8)";0.1104;0.1602;0.6301;0;0;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Joyce Oliveira (avstånd 0.630); Hög andel misslyckade bilder (78%)";"Ömsesidig förväxling med Bettina Campbell (avstånd 0.630); Hög andel misslyckade bilder (70%)"
712;Raina Fox;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.350;2;;67%;;"high_yaw(3); low_focus(1)";;0.1324;;0.6458;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (67%)";
713;Bettina DiCapri;Azure Angel;Personerna har liknande ansiktsdrag (avstånd 0.638). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Bettina DiCapri har 81% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.349;6;21;81%;44%;"high_yaw(17); high_pitch(7); no_faces(2)";"high_yaw(16); high_pitch(2)";0.1253;0.1987;0.6383;1;1;"Få träningsbilder (6 st); Ömsesidig förväxling med Azure Angel (avstånd 0.638); Hög andel misslyckade bilder (81%); 1 outlier-embedding(s)";"Ömsesidig förväxling med Bettina DiCapri (avstånd 0.638); 1 outlier-embedding(s)"
714;Charlotte Germany;Bambi Blitz;Personerna har liknande ansiktsdrag (avstånd 0.605). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Charlotte Germany har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Bambi Blitz har 55% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.349;4;10;60%;55%;high_yaw(6);"high_yaw(17); no_faces(1)";0.2123;0.1819;0.6050;0;0;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Bambi Blitz (avstånd 0.605); Hög andel misslyckade bilder (60%)";"Ömsesidig förväxling med Charlotte Germany (avstånd 0.605); Hög andel misslyckade bilder (55%)"
715;Maria Molkanova;Shira Jones;Personerna har liknande ansiktsdrag (avstånd 0.515). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Maria Molkanova har 76% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Shira Jones har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.349;5;12;76%;56%;"high_yaw(8); high_pitch(4); no_faces(3)";"high_yaw(9); high_pitch(6)";0.1024;0.1308;0.5149;0;1;"Få träningsbilder (5 st); Ömsesidig förväxling med Shira Jones (avstånd 0.515); Hög andel misslyckade bilder (76%)";"Ömsesidig förväxling med Maria Molkanova (avstånd 0.515); Hög andel misslyckade bilder (56%); 1 outlier-embedding(s)"
716;Darah Kay_1;Darah Kay;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Darah Kay_1' och 'Darah Kay' i merge.txt.;0.349;10;20;0%;42%;;"high_yaw(12); low_focus(5); high_pitch(4)";0.1272;0.1616;0.2887;0;1;Ömsesidig förväxling med Darah Kay (avstånd 0.289);"Ömsesidig förväxling med Darah Kay_1 (avstånd 0.289); 1 outlier-embedding(s)"
717;Emily Cartwright;Emily Cartwright_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Emily Cartwright' och 'Emily Cartwright_1' i merge.txt.;0.349;10;9;48%;0%;"high_yaw(20); no_faces(4)";;0.1086;0.1158;0.3483;0;0;Ömsesidig förväxling med Emily Cartwright_1 (avstånd 0.348);Ömsesidig förväxling med Emily Cartwright (avstånd 0.348)
718;Abigail Day_1;Margo Dumas;Personerna har liknande ansiktsdrag (avstånd 0.392). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Margo Dumas har 52% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.349;8;19;0%;52%;;"high_yaw(17); high_pitch(2); low_focus(2)";0.1116;0.1310;0.3923;1;2;"Ömsesidig förväxling med Margo Dumas (avstånd 0.392); 1 outlier-embedding(s)";"Ömsesidig förväxling med Abigail Day_1 (avstånd 0.392); Hög andel misslyckade bilder (52%); 2 outlier-embedding(s)"
719;Sofi Ka;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 76% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.349;12;;76%;;"high_yaw(21); no_faces(15); low_focus(2)";;0.3908;;0.6693;1;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (76%); 1 outlier-embedding(s)";
720;Hillary Fisher_1_1;Hillary Fisher;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Hillary Fisher_1_1' och 'Hillary Fisher' i merge.txt. | Hillary Fisher har 57% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.349;6;18;0%;57%;;"high_yaw(8); high_pitch(6); no_faces(4)";0.0956;0.1422;0.3672;0;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Hillary Fisher (avstånd 0.367)";"Ömsesidig förväxling med Hillary Fisher_1_1 (avstånd 0.367); Hög andel misslyckade bilder (57%)"
721;Chloe Fujisaki;;58% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.349;5;;58%;;"high_yaw(5); low_focus(1); high_pitch(1)";;0.2480;;0.6302;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (58%)";
